"observation","site_no","dateTime","water discharge","nitrite+nitrate","latitude","longitude","altitude"
"1724","04177266",2022-01-04,145,2.23,41.68338335,-84.6699534,895.55
"1725","04177266",2022-01-05,123,2.15,41.68338335,-84.6699534,895.55
"1726","04177266",2022-01-06,87.8,2.06,41.68338335,-84.6699534,895.55
"1727","04177266",2022-01-07,88.8,1.97,41.68338335,-84.6699534,895.55
"1728","04177266",2022-01-08,88.6,1.91,41.68338335,-84.6699534,895.55
"1729","04177266",2022-01-09,86.7,1.85,41.68338335,-84.6699534,895.55
"1730","04177266",2022-01-10,82.2,1.8,41.68338335,-84.6699534,895.55
"1731","04177266",2022-01-11,82.5,1.75,41.68338335,-84.6699534,895.55
"1732","04177266",2022-01-12,86.2,1.7,41.68338335,-84.6699534,895.55
"1733","04177266",2022-01-13,78.4,1.67,41.68338335,-84.6699534,895.55
"1734","04177266",2022-01-14,75.3,1.65,41.68338335,-84.6699534,895.55
"1735","04177266",2022-01-15,65.4,1.62,41.68338335,-84.6699534,895.55
"1736","04177266",2022-01-16,59,1.6,41.68338335,-84.6699534,895.55
"1737","04177266",2022-01-17,70.6,1.57,41.68338335,-84.6699534,895.55
"1738","04177266",2022-01-18,68.2,1.55,41.68338335,-84.6699534,895.55
"1739","04177266",2022-01-19,63.4,1.53,41.68338335,-84.6699534,895.55
"1740","04177266",2022-01-20,54.1,1.51,41.68338335,-84.6699534,895.55
"1741","04177266",2022-01-21,52.9,1.49,41.68338335,-84.6699534,895.55
"1742","04177266",2022-01-22,52,1.47,41.68338335,-84.6699534,895.55
"1743","04177266",2022-01-23,50.7,1.46,41.68338335,-84.6699534,895.55
"1744","04177266",2022-01-24,50.3,1.44,41.68338335,-84.6699534,895.55
"1745","04177266",2022-01-25,49.5,1.42,41.68338335,-84.6699534,895.55
"1746","04177266",2022-01-26,48.6,1.4,41.68338335,-84.6699534,895.55
"1747","04177266",2022-01-27,48,1.38,41.68338335,-84.6699534,895.55
"1748","04177266",2022-01-28,47.6,1.37,41.68338335,-84.6699534,895.55
"1749","04177266",2022-01-29,47.8,1.35,41.68338335,-84.6699534,895.55
"1750","04177266",2022-01-30,48.6,1.34,41.68338335,-84.6699534,895.55
"1751","04177266",2022-01-31,50.3,1.32,41.68338335,-84.6699534,895.55
"1752","04177266",2022-02-01,57,1.3,41.68338335,-84.6699534,895.55
"1753","04177266",2022-02-02,104,1.28,41.68338335,-84.6699534,895.55
"1754","04177266",2022-02-03,132,1.26,41.68338335,-84.6699534,895.55
"1755","04177266",2022-02-04,100,1.24,41.68338335,-84.6699534,895.55
"1756","04177266",2022-02-05,89.5,1.22,41.68338335,-84.6699534,895.55
"1757","04177266",2022-02-06,79.6,1.2,41.68338335,-84.6699534,895.55
"1758","04177266",2022-02-07,72.4,1.18,41.68338335,-84.6699534,895.55
"1759","04177266",2022-02-08,67.5,1.16,41.68338335,-84.6699534,895.55
"1760","04177266",2022-02-09,64,1.14,41.68338335,-84.6699534,895.55
"1761","04177266",2022-02-10,63.8,1.14,41.68338335,-84.6699534,895.55
"1762","04177266",2022-02-11,65.8,1.15,41.68338335,-84.6699534,895.55
"1763","04177266",2022-02-12,81.1,1.15,41.68338335,-84.6699534,895.55
"1764","04177266",2022-02-13,73.3,1.15,41.68338335,-84.6699534,895.55
"1765","04177266",2022-02-14,62,1.16,41.68338335,-84.6699534,895.55
"1766","04177266",2022-02-15,57.8,1.16,41.68338335,-84.6699534,895.55
"1767","04177266",2022-02-16,72.9,1.17,41.68338335,-84.6699534,895.55
"1768","04177266",2022-02-17,1120,1.16,41.68338335,-84.6699534,895.55
"1769","04177266",2022-02-18,1600,1.16,41.68338335,-84.6699534,895.55
"1770","04177266",2022-02-19,1330,1.16,41.68338335,-84.6699534,895.55
"1771","04177266",2022-02-20,791,1.16,41.68338335,-84.6699534,895.55
"1772","04177266",2022-02-21,665,1.15,41.68338335,-84.6699534,895.55
"1773","04177266",2022-02-22,553,1.17,41.68338335,-84.6699534,895.55
"1774","04177266",2022-02-23,429,1.48,41.68338335,-84.6699534,895.55
"1775","04177266",2022-02-24,311,1.44,41.68338335,-84.6699534,895.55
"1776","04177266",2022-02-25,237,1.4,41.68338335,-84.6699534,895.55
"1777","04177266",2022-02-26,176,1.37,41.68338335,-84.6699534,895.55
"1778","04177266",2022-02-27,141,1.33,41.68338335,-84.6699534,895.55
"1779","04177266",2022-02-28,124,1.29,41.68338335,-84.6699534,895.55
"1780","04177266",2022-03-01,116,1.25,41.68338335,-84.6699534,895.55
"1781","04177266",2022-03-02,121,1.23,41.68338335,-84.6699534,895.55
"1782","04177266",2022-03-03,124,1.2,41.68338335,-84.6699534,895.55
"1783","04177266",2022-03-04,111,1.18,41.68338335,-84.6699534,895.55
"1784","04177266",2022-03-05,105,1.16,41.68338335,-84.6699534,895.55
"1785","04177266",2022-03-06,148,1.25,41.68338335,-84.6699534,895.55
"1786","04177266",2022-03-07,245,1.77,41.68338335,-84.6699534,895.55
"1787","04177266",2022-03-08,266,2.22,41.68338335,-84.6699534,895.55
"1788","04177266",2022-03-09,196,1.97,41.68338335,-84.6699534,895.55
"1789","04177266",2022-03-10,153,1.74,41.68338335,-84.6699534,895.55
"1790","04177266",2022-03-11,128,1.58,41.68338335,-84.6699534,895.55
"1791","04177266",2022-03-12,114,1.43,41.68338335,-84.6699534,895.55
"1792","04177266",2022-03-13,100,1.3,41.68338335,-84.6699534,895.55
"1793","04177266",2022-03-14,99.3,1.24,41.68338335,-84.6699534,895.55
"1794","04177266",2022-03-15,102,1.16,41.68338335,-84.6699534,895.55
"1795","04177266",2022-03-16,102,1.09,41.68338335,-84.6699534,895.55
"1796","04177266",2022-03-17,102,1.03,41.68338335,-84.6699534,895.55
"1797","04177266",2022-03-18,101,0.977,41.68338335,-84.6699534,895.55
"1798","04177266",2022-03-19,367,1.85,41.68338335,-84.6699534,895.55
"1799","04177266",2022-03-20,361,2.72,41.68338335,-84.6699534,895.55
"1800","04177266",2022-03-21,243,2.13,41.68338335,-84.6699534,895.55
"1801","04177266",2022-03-22,178,1.5,41.68338335,-84.6699534,895.55
"1802","04177266",2022-03-23,312,1.85,41.68338335,-84.6699534,895.55
"1803","04177266",2022-03-24,546,2.75,41.68338335,-84.6699534,895.55
"1804","04177266",2022-03-25,388,2.53,41.68338335,-84.6699534,895.55
"1805","04177266",2022-03-26,291,2.23,41.68338335,-84.6699534,895.55
"1806","04177266",2022-03-27,227,1.99,41.68338335,-84.6699534,895.55
"1807","04177266",2022-03-28,173,1.76,41.68338335,-84.6699534,895.55
"1808","04177266",2022-03-29,141,1.59,41.68338335,-84.6699534,895.55
"1809","04177266",2022-03-30,126,1.43,41.68338335,-84.6699534,895.55
"1810","04177266",2022-03-31,119,1.3,41.68338335,-84.6699534,895.55
"1811","04177266",2022-04-01,113,1.2,41.68338335,-84.6699534,895.55
"1812","04178000",2021-04-01,1350,3.79,41.38560609,-84.8016259,794.75
"1813","04178000",2021-04-02,1080,3.41,41.38560609,-84.8016259,794.75
"1814","04178000",2021-04-03,722,3.08,41.38560609,-84.8016259,794.75
"1815","04178000",2021-04-04,542,2.8,41.38560609,-84.8016259,794.75
"1816","04178000",2021-04-05,451,2.54,41.38560609,-84.8016259,794.75
"1817","04178000",2021-04-06,393,2.29,41.38560609,-84.8016259,794.75
"1818","04178000",2021-04-07,358,2.11,41.38560609,-84.8016259,794.75
"1819","04178000",2021-04-08,338,1.93,41.38560609,-84.8016259,794.75
"1820","04178000",2021-04-09,323,1.76,41.38560609,-84.8016259,794.75
"1821","04178000",2021-04-10,311,1.6,41.38560609,-84.8016259,794.75
"1822","04178000",2021-04-11,330,1.72,41.38560609,-84.8016259,794.75
"1823","04178000",2021-04-12,365,1.9,41.38560609,-84.8016259,794.75
"1824","04178000",2021-04-13,416,1.61,41.38560609,-84.8016259,794.75
"1825","04178000",2021-04-14,402,1.28,41.38560609,-84.8016259,794.75
"1826","04178000",2021-04-15,350,1.06,41.38560609,-84.8016259,794.75
"1827","04178000",2021-04-16,312,0.921,41.38560609,-84.8016259,794.75
"1828","04178000",2021-04-17,278,0.804,41.38560609,-84.8016259,794.75
"1829","04178000",2021-04-18,253,0.696,41.38560609,-84.8016259,794.75
"1830","04178000",2021-04-19,237,0.611,41.38560609,-84.8016259,794.75
"1831","04178000",2021-04-20,226,0.545,41.38560609,-84.8016259,794.75
"1832","04178000",2021-04-21,226,0.546,41.38560609,-84.8016259,794.75
"1833","04178000",2021-04-22,247,0.652,41.38560609,-84.8016259,794.75
"1834","04178000",2021-04-23,274,0.804,41.38560609,-84.8016259,794.75
"1835","04178000",2021-04-24,283,0.822,41.38560609,-84.8016259,794.75
"1836","04178000",2021-04-25,271,0.754,41.38560609,-84.8016259,794.75
"1837","04178000",2021-04-26,250,0.685,41.38560609,-84.8016259,794.75
"1838","04178000",2021-04-27,236,0.618,41.38560609,-84.8016259,794.75
"1839","04178000",2021-04-28,220,0.555,41.38560609,-84.8016259,794.75
"1840","04178000",2021-04-29,220,0.52,41.38560609,-84.8016259,794.75
"1841","04178000",2021-04-30,221,0.52,41.38560609,-84.8016259,794.75
"1842","04178000",2021-05-01,234,0.52,41.38560609,-84.8016259,794.75
"1843","04178000",2021-05-02,251,0.52,41.38560609,-84.8016259,794.75
"1844","04178000",2021-05-03,232,0.52,41.38560609,-84.8016259,794.75
"1845","04178000",2021-05-04,224,0.52,41.38560609,-84.8016259,794.75
"1846","04178000",2021-05-05,236,0.52,41.38560609,-84.8016259,794.75
"1847","04178000",2021-05-06,260,0.52,41.38560609,-84.8016259,794.75
"1848","04178000",2021-05-07,250,0.52,41.38560609,-84.8016259,794.75
"1849","04178000",2021-05-08,231,0.52,41.38560609,-84.8016259,794.75
"1850","04178000",2021-05-09,451,3.69,41.38560609,-84.8016259,794.75
"1851","04178000",2021-05-10,1100,5.81,41.38560609,-84.8016259,794.75
"1852","04178000",2021-05-11,1080,5.15,41.38560609,-84.8016259,794.75
"1853","04178000",2021-05-12,862,4.46,41.38560609,-84.8016259,794.75
"1854","04178000",2021-05-13,594,3.79,41.38560609,-84.8016259,794.75
"1855","04178000",2021-05-14,431,3.19,41.38560609,-84.8016259,794.75
"1856","04178000",2021-05-15,346,2.72,41.38560609,-84.8016259,794.75
"1857","04178000",2021-05-16,294,2.25,41.38560609,-84.8016259,794.75
"1858","04178000",2021-05-17,258,1.78,41.38560609,-84.8016259,794.75
"1859","04178000",2021-05-18,234,1.33,41.38560609,-84.8016259,794.75
"1860","04178000",2021-05-19,216,1.08,41.38560609,-84.8016259,794.75
"1861","04178000",2021-05-20,197,0.907,41.38560609,-84.8016259,794.75
"1862","04178000",2021-05-21,182,0.847,41.38560609,-84.8016259,794.75
"1863","04178000",2021-05-22,170,0.804,41.38560609,-84.8016259,794.75
"1864","04178000",2021-05-23,160,0.761,41.38560609,-84.8016259,794.75
"1865","04178000",2021-05-24,152,0.721,41.38560609,-84.8016259,794.75
"1866","04178000",2021-05-25,145,0.708,41.38560609,-84.8016259,794.75
"1867","04178000",2021-05-26,142,0.701,41.38560609,-84.8016259,794.75
"1868","04178000",2021-05-27,140,0.693,41.38560609,-84.8016259,794.75
"1869","04178000",2021-05-28,143,0.742,41.38560609,-84.8016259,794.75
"1870","04178000",2021-05-29,152,0.962,41.38560609,-84.8016259,794.75
"1871","04178000",2021-05-30,153,1.12,41.38560609,-84.8016259,794.75
"1872","04178000",2021-05-31,151,1.1,41.38560609,-84.8016259,794.75
"1873","04178000",2021-06-01,137,1.07,41.38560609,-84.8016259,794.75
"1874","04178000",2021-06-02,128,1.09,41.38560609,-84.8016259,794.75
"1875","04178000",2021-06-03,162,1.48,41.38560609,-84.8016259,794.75
"1876","04178000",2021-06-04,186,1.9,41.38560609,-84.8016259,794.75
"1877","04178000",2021-06-05,182,1.93,41.38560609,-84.8016259,794.75
"1878","04178000",2021-06-06,161,1.84,41.38560609,-84.8016259,794.75
"1879","04178000",2021-06-07,142,1.75,41.38560609,-84.8016259,794.75
"1880","04178000",2021-06-08,132,1.66,41.38560609,-84.8016259,794.75
"1881","04178000",2021-06-09,167,2.04,41.38560609,-84.8016259,794.75
"1882","04178000",2021-06-10,357,3.23,41.38560609,-84.8016259,794.75
"1883","04178000",2021-06-11,326,3.5,41.38560609,-84.8016259,794.75
"1884","04178000",2021-06-12,217,3.18,41.38560609,-84.8016259,794.75
"1885","04178000",2021-06-13,165,2.86,41.38560609,-84.8016259,794.75
"1886","04178000",2021-06-14,138,2.54,41.38560609,-84.8016259,794.75
"1887","04178000",2021-06-15,130,2.23,41.38560609,-84.8016259,794.75
"1888","04178000",2021-06-16,116,1.93,41.38560609,-84.8016259,794.75
"1889","04178000",2021-06-17,99.4,1.62,41.38560609,-84.8016259,794.75
"1890","04178000",2021-06-18,104,1.42,41.38560609,-84.8016259,794.75
"1891","04178000",2021-06-19,163,1.51,41.38560609,-84.8016259,794.75
"1892","04178000",2021-06-20,138,2.76,41.38560609,-84.8016259,794.75
"1893","04178000",2021-06-21,198,4.91,41.38560609,-84.8016259,794.75
"1894","04178000",2021-06-22,372,6.56,41.38560609,-84.8016259,794.75
"1895","04178000",2021-06-23,478,5.78,41.38560609,-84.8016259,794.75
"1896","04178000",2021-06-24,487,4.68,41.38560609,-84.8016259,794.75
"1897","04178000",2021-06-25,401,3.77,41.38560609,-84.8016259,794.75
"1898","04178000",2021-06-26,792,5.36,41.38560609,-84.8016259,794.75
"1899","04178000",2021-06-27,869,7.74,41.38560609,-84.8016259,794.75
"1900","04178000",2021-06-28,1050,9.15,41.38560609,-84.8016259,794.75
"1901","04178000",2021-06-29,1120,7.82,41.38560609,-84.8016259,794.75
"1902","04178000",2021-06-30,1150,6.73,41.38560609,-84.8016259,794.75
"1903","04178000",2021-07-01,1860,5.71,41.38560609,-84.8016259,794.75
"1904","04178000",2021-07-02,1860,5.09,41.38560609,-84.8016259,794.75
"1905","04178000",2021-07-03,1470,4.72,41.38560609,-84.8016259,794.75
"1906","04178000",2021-07-04,877,4.32,41.38560609,-84.8016259,794.75
"1907","04178000",2021-07-05,528,3.68,41.38560609,-84.8016259,794.75
"1908","04178000",2021-07-06,382,3.02,41.38560609,-84.8016259,794.75
"1909","04178000",2021-07-07,303,2.56,41.38560609,-84.8016259,794.75
"1910","04178000",2021-07-08,450,3.02,41.38560609,-84.8016259,794.75
"1911","04178000",2021-07-09,555,3.27,41.38560609,-84.8016259,794.75
"1912","04178000",2021-07-10,420,2.95,41.38560609,-84.8016259,794.75
"1913","04178000",2021-07-11,311,2.63,41.38560609,-84.8016259,794.75
"1914","04178000",2021-07-12,274,2.32,41.38560609,-84.8016259,794.75
"1915","04178000",2021-07-13,700,2.84,41.38560609,-84.8016259,794.75
"1916","04178000",2021-07-14,1520,3.45,41.38560609,-84.8016259,794.75
"1917","04178000",2021-07-15,1590,2.84,41.38560609,-84.8016259,794.75
"1918","04178000",2021-07-16,1260,2.6,41.38560609,-84.8016259,794.75
"1919","04178000",2021-07-17,1170,2.41,41.38560609,-84.8016259,794.75
"1920","04178000",2021-07-18,1120,2.28,41.38560609,-84.8016259,794.75
"1921","04178000",2021-07-19,972,2.16,41.38560609,-84.8016259,794.75
"1922","04178000",2021-07-20,828,2,41.38560609,-84.8016259,794.75
"1923","04178000",2021-07-21,591,1.78,41.38560609,-84.8016259,794.75
"1924","04178000",2021-07-22,432,1.56,41.38560609,-84.8016259,794.75
"1925","04178000",2021-07-23,490,1.56,41.38560609,-84.8016259,794.75
"1926","04178000",2021-07-24,912,2.39,41.38560609,-84.8016259,794.75
"1927","04178000",2021-07-25,879,2.62,41.38560609,-84.8016259,794.75
"1928","04178000",2021-07-26,940,2.04,41.38560609,-84.8016259,794.75
"1929","04178000",2021-07-27,1020,1.48,41.38560609,-84.8016259,794.75
"1930","04178000",2021-07-28,1100,1.23,41.38560609,-84.8016259,794.75
"1931","04178000",2021-07-29,1170,1.08,41.38560609,-84.8016259,794.75
"1932","04178000",2021-07-30,978,0.923,41.38560609,-84.8016259,794.75
"1933","04178000",2021-07-31,564,0.774,41.38560609,-84.8016259,794.75
"1934","04178000",2021-08-01,382,0.719,41.38560609,-84.8016259,794.75
"1935","04178000",2021-08-02,304,0.706,41.38560609,-84.8016259,794.75
"1936","04178000",2021-08-03,255,0.692,41.38560609,-84.8016259,794.75
"1937","04178000",2021-08-04,219,0.663,41.38560609,-84.8016259,794.75
"1938","04178000",2021-08-05,194,0.629,41.38560609,-84.8016259,794.75
"1939","04178000",2021-08-06,175,0.595,41.38560609,-84.8016259,794.75
"1940","04178000",2021-08-07,162,0.561,41.38560609,-84.8016259,794.75
"1941","04178000",2021-08-08,160,0.527,41.38560609,-84.8016259,794.75
"1942","04178000",2021-08-09,157,0.503,41.38560609,-84.8016259,794.75
"1943","04178000",2021-08-10,185,0.564,41.38560609,-84.8016259,794.75
"1944","04178000",2021-08-11,232,1.01,41.38560609,-84.8016259,794.75
"1945","04178000",2021-08-12,348,1.42,41.38560609,-84.8016259,794.75
"1946","04178000",2021-08-13,303,1.19,41.38560609,-84.8016259,794.75
"1947","04178000",2021-08-14,290,0.948,41.38560609,-84.8016259,794.75
"1948","04178000",2021-08-15,290,0.77,41.38560609,-84.8016259,794.75
"1949","04178000",2021-08-16,257,0.612,41.38560609,-84.8016259,794.75
"1950","04178000",2021-08-17,214,0.471,41.38560609,-84.8016259,794.75
"1951","04178000",2021-08-18,185,0.433,41.38560609,-84.8016259,794.75
"1952","04178000",2021-08-19,165,0.415,41.38560609,-84.8016259,794.75
"1953","04178000",2021-08-20,152,0.396,41.38560609,-84.8016259,794.75
"1954","04178000",2021-08-21,143,0.378,41.38560609,-84.8016259,794.75
"1955","04178000",2021-08-22,132,0.359,41.38560609,-84.8016259,794.75
"1956","04178000",2021-08-23,124,0.341,41.38560609,-84.8016259,794.75
"1957","04178000",2021-08-24,116,0.306,41.38560609,-84.8016259,794.75
"1958","04178000",2021-08-25,112,0.293,41.38560609,-84.8016259,794.75
"1959","04178000",2021-08-26,205,0.646,41.38560609,-84.8016259,794.75
"1960","04178000",2021-08-27,277,1.32,41.38560609,-84.8016259,794.75
"1961","04178000",2021-08-28,351,1.07,41.38560609,-84.8016259,794.75
"1962","04178000",2021-08-29,293,0.794,41.38560609,-84.8016259,794.75
"1963","04178000",2021-08-30,224,0.538,41.38560609,-84.8016259,794.75
"1964","04178000",2021-08-31,179,0.487,41.38560609,-84.8016259,794.75
"1965","04178000",2021-09-01,150,0.492,41.38560609,-84.8016259,794.75
"1966","04178000",2021-09-02,132,0.496,41.38560609,-84.8016259,794.75
"1967","04178000",2021-09-03,116,0.501,41.38560609,-84.8016259,794.75
"1968","04178000",2021-09-04,105,0.506,41.38560609,-84.8016259,794.75
"1969","04178000",2021-09-05,102,0.51,41.38560609,-84.8016259,794.75
"1970","04178000",2021-09-06,99.9,0.515,41.38560609,-84.8016259,794.75
"1971","04178000",2021-09-07,98.5,0.519,41.38560609,-84.8016259,794.75
"1972","04178000",2021-09-08,95.1,0.516,41.38560609,-84.8016259,794.75
"1973","04178000",2021-09-09,87.8,0.512,41.38560609,-84.8016259,794.75
"1974","04178000",2021-09-10,84.1,0.508,41.38560609,-84.8016259,794.75
"1975","04178000",2021-09-11,80.9,0.504,41.38560609,-84.8016259,794.75
"1976","04178000",2021-09-12,80.1,0.5,41.38560609,-84.8016259,794.75
"1977","04178000",2021-09-13,78.4,0.496,41.38560609,-84.8016259,794.75
"1978","04178000",2021-09-14,77.5,0.455,41.38560609,-84.8016259,794.75
"1979","04178000",2021-09-15,75.8,0.407,41.38560609,-84.8016259,794.75
"1980","04178000",2021-09-16,72.9,0.377,41.38560609,-84.8016259,794.75
"1981","04178000",2021-09-17,71.2,0.346,41.38560609,-84.8016259,794.75
"1982","04178000",2021-09-18,77.2,0.345,41.38560609,-84.8016259,794.75
"1983","04178000",2021-09-19,81.1,0.363,41.38560609,-84.8016259,794.75
"1984","04178000",2021-09-20,78.5,0.38,41.38560609,-84.8016259,794.75
"1985","04178000",2021-09-21,78.8,0.408,41.38560609,-84.8016259,794.75
"1986","04178000",2021-09-22,112,0.491,41.38560609,-84.8016259,794.75
"1987","04178000",2021-09-23,1060,1.16,41.38560609,-84.8016259,794.75
"1988","04178000",2021-09-24,1640,2.46,41.38560609,-84.8016259,794.75
"1989","04178000",2021-09-25,1520,2.26,41.38560609,-84.8016259,794.75
"1990","04178000",2021-09-26,1330,1.98,41.38560609,-84.8016259,794.75
"1991","04178000",2021-09-27,1110,1.78,41.38560609,-84.8016259,794.75
"1992","04178000",2021-09-28,856,1.61,41.38560609,-84.8016259,794.75
"1993","04178000",2021-09-29,572,1.51,41.38560609,-84.8016259,794.75
"1994","04178000",2021-09-30,408,1.42,41.38560609,-84.8016259,794.75
"1995","04178000",2021-10-01,320,1.35,41.38560609,-84.8016259,794.75
"1996","04178000",2021-10-02,268,1.31,41.38560609,-84.8016259,794.75
"1997","04178000",2021-10-03,341,1.35,41.38560609,-84.8016259,794.75
"1998","04178000",2021-10-04,1080,1.67,41.38560609,-84.8016259,794.75
"1999","04178000",2021-10-05,1740,2.15,41.38560609,-84.8016259,794.75
"2000","04178000",2021-10-06,1820,2.2,41.38560609,-84.8016259,794.75
"2001","04178000",2021-10-07,1570,2.01,41.38560609,-84.8016259,794.75
"2002","04178000",2021-10-08,1440,1.81,41.38560609,-84.8016259,794.75
"2003","04178000",2021-10-09,1470,1.64,41.38560609,-84.8016259,794.75
"2004","04178000",2021-10-10,1090,1.52,41.38560609,-84.8016259,794.75
"2005","04178000",2021-10-11,770,1.41,41.38560609,-84.8016259,794.75
"2006","04178000",2021-10-12,617,1.36,41.38560609,-84.8016259,794.75
"2007","04178000",2021-10-13,521,1.32,41.38560609,-84.8016259,794.75
"2008","04178000",2021-10-14,455,1.29,41.38560609,-84.8016259,794.75
"2009","04178000",2021-10-15,685,1.45,41.38560609,-84.8016259,794.75
"2010","04178000",2021-10-16,1060,1.68,41.38560609,-84.8016259,794.75
"2011","04178000",2021-10-17,1110,1.91,41.38560609,-84.8016259,794.75
"2012","04178000",2021-10-18,1070,2.15,41.38560609,-84.8016259,794.75
"2013","04178000",2021-10-19,981,2.06,41.38560609,-84.8016259,794.75
"2014","04178000",2021-10-20,832,1.82,41.38560609,-84.8016259,794.75
"2015","04178000",2021-10-21,652,1.62,41.38560609,-84.8016259,794.75
"2016","04178000",2021-10-22,561,1.47,41.38560609,-84.8016259,794.75
"2017","04178000",2021-10-23,566,1.37,41.38560609,-84.8016259,794.75
"2018","04178000",2021-10-24,534,1.29,41.38560609,-84.8016259,794.75
"2019","04178000",2021-10-25,1910,1.3,41.38560609,-84.8016259,794.75
"2020","04178000",2021-10-26,3030,1.39,41.38560609,-84.8016259,794.75
"2021","04178000",2021-10-27,3270,1.55,41.38560609,-84.8016259,794.75
"2022","04178000",2021-10-28,3410,1.72,41.38560609,-84.8016259,794.75
"2023","04178000",2021-10-29,3640,1.72,41.38560609,-84.8016259,794.75
"2024","04178000",2021-10-30,3770,1.67,41.38560609,-84.8016259,794.75
"2025","04178000",2021-10-31,3460,1.63,41.38560609,-84.8016259,794.75
"2026","04178000",2021-11-01,3030,1.58,41.38560609,-84.8016259,794.75
"2027","04178000",2021-11-02,2650,1.54,41.38560609,-84.8016259,794.75
"2028","04178000",2021-11-03,2290,1.5,41.38560609,-84.8016259,794.75
"2029","04178000",2021-11-04,1900,1.46,41.38560609,-84.8016259,794.75
"2030","04178000",2021-11-05,1450,1.41,41.38560609,-84.8016259,794.75
"2031","04178000",2021-11-06,988,1.41,41.38560609,-84.8016259,794.75
"2032","04178000",2021-11-07,713,1.42,41.38560609,-84.8016259,794.75
"2033","04178000",2021-11-08,594,1.43,41.38560609,-84.8016259,794.75
"2034","04178000",2021-11-09,525,1.38,41.38560609,-84.8016259,794.75
"2035","04178000",2021-11-10,474,1.33,41.38560609,-84.8016259,794.75
"2036","04178000",2021-11-11,435,1.27,41.38560609,-84.8016259,794.75
"2037","04178000",2021-11-12,404,1.22,41.38560609,-84.8016259,794.75
"2038","04178000",2021-11-13,379,1.18,41.38560609,-84.8016259,794.75
"2039","04178000",2021-11-14,365,1.14,41.38560609,-84.8016259,794.75
"2040","04178000",2021-11-15,354,1.11,41.38560609,-84.8016259,794.75
"2041","04178000",2021-11-16,352,1.09,41.38560609,-84.8016259,794.75
"2042","04178000",2021-11-17,359,1.1,41.38560609,-84.8016259,794.75
"2043","04178000",2021-11-18,389,1.11,41.38560609,-84.8016259,794.75
"2044","04178000",2021-11-19,389,1.12,41.38560609,-84.8016259,794.75
"2045","04178000",2021-11-20,372,1.14,41.38560609,-84.8016259,794.75
"2046","04178000",2021-11-21,353,1.16,41.38560609,-84.8016259,794.75
"2047","04178000",2021-11-22,358,1.2,41.38560609,-84.8016259,794.75
"2048","04178000",2021-11-23,366,1.24,41.38560609,-84.8016259,794.75
"2049","04178000",2021-11-24,380,1.27,41.38560609,-84.8016259,794.75
"2050","04178000",2021-11-25,371,1.31,41.38560609,-84.8016259,794.75
"2051","04178000",2021-11-26,377,1.35,41.38560609,-84.8016259,794.75
"2052","04178000",2021-11-27,397,1.39,41.38560609,-84.8016259,794.75
"2053","04178000",2021-11-28,408,1.43,41.38560609,-84.8016259,794.75
"2054","04178000",2021-11-29,392,1.47,41.38560609,-84.8016259,794.75
"2055","04178000",2021-11-30,383,1.49,41.38560609,-84.8016259,794.75
"2056","04178000",2021-12-01,379,1.55,41.38560609,-84.8016259,794.75
"2057","04178000",2021-12-02,379,1.62,41.38560609,-84.8016259,794.75
"2058","04178000",2021-12-03,391,1.7,41.38560609,-84.8016259,794.75
"2059","04178000",2021-12-04,388,1.78,41.38560609,-84.8016259,794.75
"2060","04178000",2021-12-05,394,1.85,41.38560609,-84.8016259,794.75
"2061","04178000",2021-12-06,802,1.92,41.38560609,-84.8016259,794.75
"2062","04178000",2021-12-07,980,1.92,41.38560609,-84.8016259,794.75
"2063","04178000",2021-12-08,1020,1.9,41.38560609,-84.8016259,794.75
"2064","04178000",2021-12-09,1020,1.87,41.38560609,-84.8016259,794.75
"2065","04178000",2021-12-10,922,1.85,41.38560609,-84.8016259,794.75
"2066","04178000",2021-12-11,1250,1.81,41.38560609,-84.8016259,794.75
"2067","04178000",2021-12-12,1730,1.78,41.38560609,-84.8016259,794.75
"2068","04178000",2021-12-13,1830,1.74,41.38560609,-84.8016259,794.75
"2069","04178000",2021-12-14,1940,1.69,41.38560609,-84.8016259,794.75
"2070","04178000",2021-12-15,2020,1.67,41.38560609,-84.8016259,794.75
"2071","04178000",2021-12-16,1930,1.68,41.38560609,-84.8016259,794.75
"2072","04178000",2021-12-17,1620,1.69,41.38560609,-84.8016259,794.75
"2073","04178000",2021-12-18,1320,1.74,41.38560609,-84.8016259,794.75
"2074","04178000",2021-12-19,1330,1.93,41.38560609,-84.8016259,794.75
"2075","04178000",2021-12-20,1150,1.87,41.38560609,-84.8016259,794.75
"2076","04178000",2021-12-21,999,1.8,41.38560609,-84.8016259,794.75
"2077","04178000",2021-12-22,853,1.74,41.38560609,-84.8016259,794.75
"2078","04178000",2021-12-23,698,1.68,41.38560609,-84.8016259,794.75
"2079","04178000",2021-12-24,584,1.61,41.38560609,-84.8016259,794.75
"2080","04178000",2021-12-25,509,1.55,41.38560609,-84.8016259,794.75
"2081","04178000",2021-12-26,468,1.48,41.38560609,-84.8016259,794.75
"2082","04178000",2021-12-27,676,1.52,41.38560609,-84.8016259,794.75
"2083","04178000",2021-12-28,1010,1.76,41.38560609,-84.8016259,794.75
"2084","04178000",2021-12-29,1190,2.03,41.38560609,-84.8016259,794.75
"2085","04178000",2021-12-30,1560,2.24,41.38560609,-84.8016259,794.75
"2086","04178000",2021-12-31,1610,2.22,41.38560609,-84.8016259,794.75
